Armscode,Mcode,Description
280191420013,KF2FD022PU9,KAPPA GIRL KG 15 - PURPE - 9
280191420014,KF2FD022PU8,KAPPA GIRL KG 15 - PURPE - 8
280191420015,KF2FD022PU7,KAPPA GIRL KG 15 - PURPE - 7
280191420016,KF2FD022PU6,KAPPA GIRL KG 15 - PURPE - 6
280191420017,KF2FD022PU5,KAPPA GIRL KG 15 - PURPE - 5
280191420018,KF2FD022PU4,KAPPA GIRL KG 15 - PURPE - 4
280191420019,KF2FD022PI9,KAPPA GIRL KG 15 - PINK - 9
280191420020,KF2FD022PI8,KAPPA GIRL KG 15 - PINK - 8
280191420021,KF2FD022PI7,KAPPA GIRL KG 15 - PINK - 7
280191420022,KF2FD022PI6,KAPPA GIRL KG 15 - PINK - 6
280191420023,KF2FD022PI5,KAPPA GIRL KG 15 - PINK - 5
280191420024,KF2FD022PI4,KAPPA GIRL KG 15 - PINK - 4
280191430000,9055653,KAPPA SLIPPER
280191430001,905565300205,KAPPA SLIPPER - NAVY - 41
280191430002,905565300204,KAPPA SLIPPER - NAVY - 40
280191430003,905565300203,KAPPA SLIPPER - NAVY - 39
280191430004,905565300202,KAPPA SLIPPER - NAVY - 38
280191430005,905565300201,KAPPA SLIPPER - NAVY - 37
280191430006,905565300105,KAPPA SLIPPER - BLACK - 41
280191430007,905565300104,KAPPA SLIPPER - BLACK - 40
280191430008,905565300103,KAPPA SLIPPER - BLACK - 39
280191430009,905565300102,KAPPA SLIPPER - BLACK - 38
280191430010,905565300101,KAPPA SLIPPER - BLACK - 37
280191440000,9055654,KAPPA SLIPPER
280191440001,905565400205,KAPPA SLIPPER - GREY - 41
280191440002,905565400204,KAPPA SLIPPER - GREY - 40
280191440003,905565400203,KAPPA SLIPPER - GREY - 39
280191440004,905565400202,KAPPA SLIPPER - GREY - 38
280191440005,905565400201,KAPPA SLIPPER - GREY - 37
280191440006,905565400105,KAPPA SLIPPER - BLACK - 41
280191440007,905565400104,KAPPA SLIPPER - BLACK - 40
280191440008,905565400103,KAPPA SLIPPER - BLACK - 39
280191440009,905565400102,KAPPA SLIPPER - BLACK - 38
280191440010,905565400101,KAPPA SLIPPER - BLACK - 37
280191440011,905565400206,KAPPA SLIPPER - GREY - 36
280191450000,9019932,KAPPA LADIES SANDAL
280191450001,201802182041,KAPPA LADIES SANDAL - NAVY - 41
280191450002,201802182040,KAPPA LADIES SANDAL - NAVY - 40
280191450003,201802182039,KAPPA LADIES SANDAL - NAVY - 39
280191450004,201802182038,KAPPA LADIES SANDAL - NAVY - 38
280191450005,201802182037,KAPPA LADIES SANDAL - NAVY - 37
280191450006,201802182036,KAPPA LADIES SANDAL - NAVY - 36
280191450007,201802181041,KAPPA LADIES SANDAL - GREY - 41
280191450008,201802181040,KAPPA LADIES SANDAL - GREY - 40
280191450009,201802181039,KAPPA LADIES SANDAL - GREY - 39
280191450010,201802181038,KAPPA LADIES SANDAL - GREY - 38
280191450011,201802181037,KAPPA LADIES SANDAL - GREY - 37
280191450012,201802181036,KAPPA LADIES SANDAL - GREY - 36
280191450013,201802180041,KAPPA LADIES SANDAL - BLACK - 41
280191450014,201802180040,KAPPA LADIES SANDAL - BLACK - 40
280191450015,201802180039,KAPPA LADIES SANDAL - BLACK - 39
280191450016,201802180038,KAPPA LADIES SANDAL - BLACK - 38
280191450017,201802180037,KAPPA LADIES SANDAL - BLACK - 37
280191450018,201802180036,KAPPA LADIES SANDAL - BLACK - 36
280188380000,9019720,KAPPA MENS TRAINING T-SHIRT
280188380001,KG3TS281BLKXXXL,KAPPA MENS TRAINING T-SHIRT - BLACK - 3X
280188380002,KG3TS281BLKXXL,KAPPA MENS TRAINING T-SHIRT - BLACK - 2X
280188380003,KG3TS283BLKM,KAPPA MENS TRAINING T-SHIRT - BLACK - M
280188380004,KG3TS281-GRY-XXXL,KAPPA MENS TRAINING T-SHIRT - GREY - 3XL
280188380005,KG3TS281-GRY-XXL,KAPPA MENS TRAINING T-SHIRT - GREY - 2XL
280188380006,KG3TS281-GRY-XL,KAPPA MENS TRAINING T-SHIRT - GREY - XL
280188380007,KG3TS281-GRY-S,KAPPA MENS TRAINING T-SHIRT - GREY - S
280188380008,KG3TS281-GRY-M,KAPPA MENS TRAINING T-SHIRT - GREY - M
280188380009,KG3TS281-GRY-L,KAPPA MENS TRAINING T-SHIRT - GREY - L
280188380012,KG3TS281-BLK-XL,KAPPA MENS TRAINING T-SHIRT - BLACK - XL
280188380013,KG3TS281-BLK-S,KAPPA MENS TRAINING T-SHIRT - BLACK - S
280188380014,KG3TS281-BLK-M,KAPPA MENS TRAINING T-SHIRT - BLACK - M
280188380015,KG3TS281-BLK-L,KAPPA MENS TRAINING T-SHIRT - BLACK - L
280188390000,9019722,KAPPA MENS R.NECK T-SHIRT
280188390001,KG3TS285-RED-XXXL,KAPPA MENS R.NECK T-SHIRT - RED - 3XL
280188390002,KG3TS285-RED-XXL,KAPPA MENS R.NECK T-SHIRT - RED - 2XL
280188390003,KG3TS285-RED-XL,KAPPA MENS R.NECK T-SHIRT - RED - XL
280188390004,KG3TS285-RED-S,KAPPA MENS R.NECK T-SHIRT - RED - S
280188390005,KG3TS285-RED-M,KAPPA MENS R.NECK T-SHIRT - RED - M
280188390006,KG3TS285-RED-L,KAPPA MENS R.NECK T-SHIRT - RED - L
280188390007,KG3TS285-HGY-XXXL,KAPPA MENS R.NECK T-SHIRT - GREY - 3XL
280188390008,KG3TS285-HGY-XXL,KAPPA MENS R.NECK T-SHIRT - GREY - 2XL
280188390009,KG3TS285-HGY-XL,KAPPA MENS R.NECK T-SHIRT - GREY - XL
280188390010,KG3TS285-HGY-S,KAPPA MENS R.NECK T-SHIRT - GREY - S
280188390011,KG3TS285-HGY-M,KAPPA MENS R.NECK T-SHIRT - GREY - M
280188390012,KG3TS285-HGY-L,KAPPA MENS R.NECK T-SHIRT - GREY - L
280188390013,KG3TS285-DKHG-XXXL,KAPPA MENS R.NECK T-SHIRT - GREY - 3XL
280188390014,KG3TS285-DKHG-XXL,KAPPA MENS R.NECK T-SHIRT - GREY - 2XL
280188390015,KG3TS285-DKHG-XL,KAPPA MENS R.NECK T-SHIRT - GREY - XL
280188390016,KG3TS285-DKHG-S,KAPPA MENS R.NECK T-SHIRT - GREY - S
280188390017,KG3TS285-DKHG-M,KAPPA MENS R.NECK T-SHIRT - GREY - M
280188390018,KG3TS285-DKHG-L,KAPPA MENS R.NECK T-SHIRT - GREY - L
280188390019,KG3TS285-BKWE-XXXL,KAPPA MENS R.NECK T-SHIRT - BLKWH - 3XL
280188390020,KG3TS285-BKWE-XXL,KAPPA MENS R.NECK T-SHIRT - BLKWH - 2XL
280188390021,KG3TS285-BKWE-XL,KAPPA MENS R.NECK T-SHIRT - BLKWH - XL
280188390022,KG3TS285-BKWE-S,KAPPA MENS R.NECK T-SHIRT - BLKWH - S
280188390023,KG3TS285-BKWE-M,KAPPA MENS R.NECK T-SHIRT - BLKWH - M
280188390024,KG3TS285-BKWE-L,KAPPA MENS R.NECK T-SHIRT - BLKWH - L
280188390025,KG3TS285-BKRD-XXXL,KAPPA MENS R.NECK T-SHIRT - BLKRD - 3XL
280188390026,KG3TS285-BKRD-XXL,KAPPA MENS R.NECK T-SHIRT - BLKRD - 2XL
280188390027,KG3TS285-BKRD-XL,KAPPA MENS R.NECK T-SHIRT - BLKRD - XL
280188390028,KG3TS285-BKRD-S,KAPPA MENS R.NECK T-SHIRT - BLKRD - S
280188390029,KG3TS285-BKRD-M,KAPPA MENS R.NECK T-SHIRT - BLKRD - M
280188390030,KG3TS285-BKRD-L,KAPPA MENS R.NECK T-SHIRT - BLKRD - L
280188390031,KG3TS285-BKGY-XXXL,KAPPA MENS R.NECK T-SHIRT - BLKGY - 3XL
280188390032,KG3TS285-BKGY-XXL,KAPPA MENS R.NECK T-SHIRT - BLKGY - 2XL
280188390033,KG3TS285-BKGY-XL,KAPPA MENS R.NECK T-SHIRT - BLKGY - XL
280188390034,KG3TS285-BKGY-S,KAPPA MENS R.NECK T-SHIRT - BLKGY - S
280188390035,KG3TS285-BKGY-M,KAPPA MENS R.NECK T-SHIRT - BLKGY - M
280188390036,KG3TS285-BKGY-L,KAPPA MENS R.NECK T-SHIRT - BLKGY - L
280187190000,9019065,KAPPA BACKPACK
280187190001,KG4BT912-BLU-F,KAPPA BACKPACK - BLUE - N/A
280187190002,KG4BT912-RED-F,KAPPA BACKPACK - RED - N/A
280187190003,KG4BT912-BLK-F,KAPPA BACKPACK - BLACK - N/A
280187190004,KH4FD167-RED-43,KAPPA BACKPACK - RED - N/A
280187190005,KH4FD167-RED-42,KAPPA BACKPACK - BLUE - N/A
280187190006,KH4FD167-RED-41,KAPPA BACKPACK - BLACK - N/A
280190720000,9019912,KAPPA CANVAS SCHOOL SHOES
280190720001,KG4FB936-WEBK-46,KAPPA CANVAS SCHOOL SHOES - WHTBK - 46
280190720002,KG4FB936-WEBK-45,KAPPA CANVAS SCHOOL SHOES - WHTBK - 45
280190720003,KG4FB936-WEBK-44,KAPPA CANVAS SCHOOL SHOES - WHTBK - 44
280190720004,KG4FB936-WEBK-43,KAPPA CANVAS SCHOOL SHOES - WHTBK - 43
280190720005,KG4FB936-WEBK-42,KAPPA CANVAS SCHOOL SHOES - WHTBK - 42
280190720006,KG4FB936-WEBK-41,KAPPA CANVAS SCHOOL SHOES - WHTBK - 41
280190720007,KG4FB936-WEBK-40,KAPPA CANVAS SCHOOL SHOES - WHTBK - 40
280190720008,KG4FB936-WEBK-39,KAPPA CANVAS SCHOOL SHOES - WHTBK - 39
280190720009,KG4FB936-WEBK-38,KAPPA CANVAS SCHOOL SHOES - WHTBK - 38
280190720010,KG4FB936-WEBK-37,KAPPA CANVAS SCHOOL SHOES - WHTBK - 37
280190720011,KG4FB936-BLK-46,KAPPA CANVAS SCHOOL SHOES - BLACK - 46
280190720012,KG4FB936-BLK-45,KAPPA CANVAS SCHOOL SHOES - BLACK - 45
280190720013,KG4FB936-BLK-44,KAPPA CANVAS SCHOOL SHOES - BLACK - 44
280190720014,KG4FB936-BLK-43,KAPPA CANVAS SCHOOL SHOES - BLACK - 43
280190720015,KG4FB936-BLK-42,KAPPA CANVAS SCHOOL SHOES - BLACK - 42
280190720016,KG4FB936-BLK-41,KAPPA CANVAS SCHOOL SHOES - BLACK - 41
280190720017,KG4FB936-BLK-40,KAPPA CANVAS SCHOOL SHOES - BLACK - 40
280190720018,KG4FB936-BLK-39,KAPPA CANVAS SCHOOL SHOES - BLACK - 39
280190720019,KG4FB936-BLK-38,KAPPA CANVAS SCHOOL SHOES - BLACK - 38
280190720020,KG4FB936-BLK-37,KAPPA CANVAS SCHOOL SHOES - BLACK - 37
280190720021,KG4FB936-BKWE-46,KAPPA CANVAS SCHOOL SHOES - BLKWH - 46
280190720022,KG4FB936-BKWE-45,KAPPA CANVAS SCHOOL SHOES - BLKWH - 45
280190720023,KG4FB936-BKWE-44,KAPPA CANVAS SCHOOL SHOES - BLKWH - 44
280190720024,KG4FB936-BKWE-43,KAPPA CANVAS SCHOOL SHOES - BLKWH - 43
280190720025,KG4FB936-BKWE-42,KAPPA CANVAS SCHOOL SHOES - BLKWH - 42
280190720026,KG4FB936-BKWE-41,KAPPA CANVAS SCHOOL SHOES - BLKWH - 41
280190720027,KG4FB936-BKWE-40,KAPPA CANVAS SCHOOL SHOES - BLKWH - 40
280190720028,KG4FB936-BKWE-39,KAPPA CANVAS SCHOOL SHOES - BLKWH - 39
280190720029,KG4FB936-BKWE-38,KAPPA CANVAS SCHOOL SHOES - BLKWH - 38
280190720030,KG4FB936-BKWE-37,KAPPA CANVAS SCHOOL SHOES - BLKWH - 37
280190730000,9019913,KAPPA CANVAS SCHOOL SHOES
280190730001,KG4FB937-BLK-46,KAPPA CANVAS SCHOOL SHOES - BLACK - 46
280190730002,KG4FB937-BLK-45,KAPPA CANVAS SCHOOL SHOES - BLACK - 45
280190730003,KG4FB937-BLK-44,KAPPA CANVAS SCHOOL SHOES - BLACK - 44
280190730004,KG4FB937-BLK-43,KAPPA CANVAS SCHOOL SHOES - BLACK - 43
280190730005,KG4FB937-BLK-42,KAPPA CANVAS SCHOOL SHOES - BLACK - 42
280190730006,KG4FB937-BLK-41,KAPPA CANVAS SCHOOL SHOES - BLACK - 41
280190730007,KG4FB937-BLK-40,KAPPA CANVAS SCHOOL SHOES - BLACK - 40
280190730008,KG4FB937-BLK-39,KAPPA CANVAS SCHOOL SHOES - BLACK - 39
280190730009,KG4FB937-BLK-38,KAPPA CANVAS SCHOOL SHOES - BLACK - 38
280190730010,KG4FB937-BLK-37,KAPPA CANVAS SCHOOL SHOES - BLACK - 37
280190730011,KG4FB937-BKGM-46,KAPPA CANVAS SCHOOL SHOES - BLACK - 46
280190730012,KG4FB937-BKGM-45,KAPPA CANVAS SCHOOL SHOES - BLACK - 45
280190730013,KG4FB937-BKGM-44,KAPPA CANVAS SCHOOL SHOES - BLACK - 44
280190730014,KG4FB937-BKGM-43,KAPPA CANVAS SCHOOL SHOES - BLACK - 43
280190730015,KG4FB937-BKGM-42,KAPPA CANVAS SCHOOL SHOES - BLACK - 42
280190730016,KG4FB937-BKGM-41,KAPPA CANVAS SCHOOL SHOES - BLACK - 41
280190730017,KG4FB937-BKGM-40,KAPPA CANVAS SCHOOL SHOES - BLACK - 40
280190730018,KG4FB937-BKGM-39,KAPPA CANVAS SCHOOL SHOES - BLACK - 39
280190730019,KG4FB937-BKGM-38,KAPPA CANVAS SCHOOL SHOES - BLACK - 38
280190730020,KG4FB937-BKGM-37,KAPPA CANVAS SCHOOL SHOES - BLACK - 37
280188610000,9019729,KAPPA JERSEY
280188610001,205100000060,KAPPA JERSEY - GREY - N/A
280188610002,205100000050,KAPPA JERSEY - NAVY - N/A
280188610003,205100000040,KAPPA JERSEY - YELOW - N/A
280188610004,205100000030,KAPPA JERSEY - RED - N/A
280188610005,205100000020,KAPPA JERSEY - ROYAL - N/A
280188610006,205100000010,KAPPA JERSEY - BLACK - N/A
280188610007,205100000070,KAPPA JERSEY - ROYAL - N/A
280188620000,9064616,KAPPA JERSEY
280188620001,205108220600,KAPPA JERSEY - BLACK - ALLSZ
280188620002,205108220100,KAPPA JERSEY - DKGY - ALLSZ
280188620003,205108220500,KAPPA JERSEY - NAVY - ALLSZ
280188620004,205108220300,KAPPA JERSEY - RED - ALLSZ
280188620005,205108220200,KAPPA JERSEY - RLYBL - ALLSZ
280188620006,205108220400,KAPPA JERSEY - YELOW - ALLSZ
280188630000,9019730,KAPPA JERSEY
280188630001,2304640001105,KAPPA JERSEY - ROYAL - N/A
280188630002,205300000070,KAPPA JERSEY - GREY - N/A
280188630003,205300000060,KAPPA JERSEY - ORNG - N/A
280188630004,205300000050,KAPPA JERSEY - NAVY - N/A
280188630005,205300000040,KAPPA JERSEY - YELOW - N/A
280188630006,205300000030,KAPPA JERSEY - RED - N/A
280188630007,205300000020,KAPPA JERSEY - ROYAL - N/A
280188630008,205300000010,KAPPA JERSEY - BLACK - N/A
280188820000,9019787,KAPPA MEN ATHLETIC BERMUDA
280188820001,KH4ED107-NVY-XXL,KAPPA MEN ATHLETIC BERMUDA - NAVY - 2XL
280188820002,KH4ED107-NVY-XL,KAPPA MEN ATHLETIC BERMUDA - NAVY - XL
280188820003,KH4ED107-NVY-L,KAPPA MEN ATHLETIC BERMUDA - NAVY - L
280188820004,KH4ED107-NVY-M,KAPPA MEN ATHLETIC BERMUDA - NAVY - M
280188820005,KH4ED107-NVY-S,KAPPA MEN ATHLETIC BERMUDA - NAVY - S
280188820006,KH4ED107-BLK-XXL,KAPPA MEN ATHLETIC BERMUDA - BLACK - 2XL
280188820007,KH4ED107-BLK-XL,KAPPA MEN ATHLETIC BERMUDA - BLACK - XL
280188820008,KH4ED107-BLK-L,KAPPA MEN ATHLETIC BERMUDA - BLACK - L
280188820009,KH4ED107-BLK-M,KAPPA MEN ATHLETIC BERMUDA - BLACK - M
280188820010,KH4ED107-BLK-S,KAPPA MEN ATHLETIC BERMUDA - BLACK - S
280188830000,9074420,KAPPA POLO
280188830001,907442000201,KAPPA POLO - WHITE - S
280188830002,907442000202,KAPPA POLO - WHITE - M
280188830003,907442000102,KAPPA POLO - NAVY - M
280188830004,907442000101,KAPPA POLO - NAVY - S
280188980000,9019728,KAPPA T-SHIRT
280188980001,KH4TS399-BLK-XXL,KAPPA T-SHIRT - BLACK - 2XL
280188980002,KH4TS399-BLK-XL,KAPPA T-SHIRT - BLACK - XL
280188980003,KH4TS399-BLK-L,KAPPA T-SHIRT - BLACK - L
280188980004,KH4TS399-BLK-M,KAPPA T-SHIRT - BLACK - M
280188980005,KH4TS399-BLK-S,KAPPA T-SHIRT - BLACK - S
280345820000,,RESPONSE RUNNER 2
280345820001,4068816832952,RESPONSE RUNNER 2 - BLKWH - 5
280345820002,4068816833713,RESPONSE RUNNER 2 - BLKWH - 6
280345820003,4068816832884,RESPONSE RUNNER 2 - BLKWH - 7
280345820004,4068816832976,RESPONSE RUNNER 2 - BLKWH - 8
280345820005,4068816832815,RESPONSE RUNNER 2 - BLKWH - 9
280345820006,4068816832877,RESPONSE RUNNER 2 - BLKWH - 10
280345820007,4068816832914,RESPONSE RUNNER 2 - BLKWH - 11
280339060000,,RESPONSE RUNNER 2
280339060001,4068816830774,RESPONSE RUNNER 2 - WHTSV - 3.5
280339060002,4068816830620,RESPONSE RUNNER 2 - WHTSV - 4.5
280339060003,4068816830750,RESPONSE RUNNER 2 - WHTSV - 5.5
280339060004,4068816830651,RESPONSE RUNNER 2 - WHTSV - 8.5
280339070000,,RESPONSE 2 W
280339070001,4068816631852,RESPONSE 2 W - MAUVE - 4
280339070002,4068816835816,RESPONSE 2 W - MAUVE - 6
280339070003,4068816835762,RESPONSE 2 W - MAUVE - 7
280189250000,9019734,KAPPA TEE
280189250001,901973400405,KAPPA TEE - WHITE - 2XL
280189250002,KJ2TS435-WHT-XL,KAPPA TEE - WHITE - XL
280189250003,KJ2TS435-WHT-L,KAPPA TEE - WHITE - L
280189250004,KJ2TS435-WHT-M,KAPPA TEE - WHITE - M
280189250005,KJ2TS435-WHT-S,KAPPA TEE - WHITE - S
280189250006,KJ2TS435-NVY-XXL,KAPPA TEE - NAVY - 2XL
280189250007,KJ2TS435-NVY-XL,KAPPA TEE - NAVY - XL
280189250008,KJ2TS435-NVY-L,KAPPA TEE - NAVY - L
280189250009,KJ2TS435-NVY-M,KAPPA TEE - NAVY - M
280189250010,KJ2TS435-NVY-S,KAPPA TEE - NAVY - S
280189250011,KJ2TS435-HTGY-XXL,KAPPA TEE - GREY - 2XL
280189250012,KJ2TS435-HTGY-XL,KAPPA TEE - GREY - XL
280189250013,KJ2TS435-HTGY-L,KAPPA TEE - GREY - L
280189250014,KJ2TS435-HTGY-M,KAPPA TEE - GREY - M
280189250015,KJ2TS435-HTGY-S,KAPPA TEE - GREY - S
280189250016,KJ2TS435-DKHG-XXL,KAPPA TEE - GREY - 2XL
280189250017,KJ2TS435-DKHG-XL,KAPPA TEE - GREY - XL
280189250018,KJ2TS435-DKHG-L,KAPPA TEE - GREY - L
280189250019,KJ2TS435-DKHG-M,KAPPA TEE - GREY - M
280189250020,KJ2TS435-DKHG-S,KAPPA TEE - GREY - S
280189250021,KJ2TS435-BLK-XXL,KAPPA TEE - BLACK - 2XL
280189250022,KJ2TS435-BLK-XL,KAPPA TEE - BLACK - XL
280189250023,KJ2TS435-BLK-L,KAPPA TEE - BLACK - L
280189250024,KJ2TS435-BLK-M,KAPPA TEE - BLACK - M
280189250025,KJ2TS435-BLK-S,KAPPA TEE - BLACK - S
280189260000,9019735,KAPPA TEE
280189260001,901973500505,KAPPA TEE - WHITE - 2XL
280189260002,901973500305,KAPPA TEE - MARON - 2XL
280189260003,KJ2TS437-WHT-XL,KAPPA TEE - WHITE - XL
280189260004,KJ2TS437-WHT-L,KAPPA TEE - WHITE - L
280189260005,KJ2TS437-WHT-M,KAPPA TEE - WHITE - M
280189260006,KJ2TS437-WHT-S,KAPPA TEE - WHITE - S
280189260007,KJ2TS437-NVY-XXL,KAPPA TEE - NAVY - 2XL
280189260008,KJ2TS437-NVY-XL,KAPPA TEE - NAVY - XL
280189260009,KJ2TS437-NVY-L,KAPPA TEE - NAVY - L
280189260010,KJ2TS437-NVY-M,KAPPA TEE - NAVY - M
280189260011,KJ2TS437-NVY-S,KAPPA TEE - NAVY - S
280189260012,KJ2TS437-MRN-XL,KAPPA TEE - MARON - XL
280189260013,KJ2TS437-MRN-L,KAPPA TEE - MARON - L
280189260014,KJ2TS437-MRN-M,KAPPA TEE - MARON - M
280189260015,KJ2TS437-MRN-S,KAPPA TEE - MARON - S
280189260016,KJ2TS437-DKHG-XXL,KAPPA TEE - GREY - 2XL
280189260017,KJ2TS437-DKHG-XL,KAPPA TEE - GREY - XL
280189260018,KJ2TS437-DKHG-L,KAPPA TEE - GREY - L
280189260019,KJ2TS437-DKHG-M,KAPPA TEE - GREY - M
280189260020,KJ2TS437-DKHG-S,KAPPA TEE - GREY - S
280189260021,KJ2TS437-BLK-XXL,KAPPA TEE - BLACK - 2XL
280189260022,KJ2TS437-BLK-XL,KAPPA TEE - BLACK - XL
280189260023,KJ2TS437-BLK-L,KAPPA TEE - BLACK - L
280189260024,KJ2TS437-BLK-M,KAPPA TEE - BLACK - M
280189260025,KJ2TS437-BLK-S,KAPPA TEE - BLACK - S
280187200000,9019066,KAPPA BACKPACK
280187200001,KJ3BP986-BKWE-F,KAPPA BACKPACK - BLKWH - N/A
280187200002,KH4FD167-RED-44,KAPPA BACKPACK - BLKWH - N/A
280187210000,9019067,KAPPA BACKPACK
280187210001,KJ3BP987-BKWE-F,KAPPA BACKPACK - BLKWH - N/A
280187210002,KH4FD167-RED-45,KAPPA BACKPACK - BLKWH - N/A
280187220000,9019068,KAPPA BACKPACK
280187220001,KJ3BP988-BKWE-F,KAPPA BACKPACK - BLKWH - N/A
280189390000,9019824,KAPPA ATHELETIC POLO SHIRT
280189390001,KJ3PM617BXXXL,KAPPA ATHELETIC POLO SHIRT - BLUE - 3XL
280189390002,KJ3PM617BXXL,KAPPA ATHELETIC POLO SHIRT - BLUE - 2XL
280189390003,KJ3PM617BXL,KAPPA ATHELETIC POLO SHIRT - BLUE - XL
280189390004,KJ3PM617BL,KAPPA ATHELETIC POLO SHIRT - BLUE - L
280189390005,KJ3PM617BM,KAPPA ATHELETIC POLO SHIRT - BLUE - M
280189390006,KJ3PM617BS,KAPPA ATHELETIC POLO SHIRT - BLUE - S
280189390007,KJ3PM617MXXXL,KAPPA ATHELETIC POLO SHIRT - N/A - 3XL
280189390008,KJ3PM617MXXL,KAPPA ATHELETIC POLO SHIRT - N/A - 2XL
280189390009,KJ3PM617MXL,KAPPA ATHELETIC POLO SHIRT - N/A - XL
280189390010,KJ3PM617ML,KAPPA ATHELETIC POLO SHIRT - N/A - L
280189390011,KJ3PM617MM,KAPPA ATHELETIC POLO SHIRT - N/A - M
280189390012,KJ3PM617MS,KAPPA ATHELETIC POLO SHIRT - N/A - S
280189390013,KJ3PM617GXXXL,KAPPA ATHELETIC POLO SHIRT - GREY - 3XL
280189390014,KJ3PM617GXXL,KAPPA ATHELETIC POLO SHIRT - GREY - 2XL
280189390015,KJ3PM617GXL,KAPPA ATHELETIC POLO SHIRT - GREY - XL
280189390016,KJ3PM617GL,KAPPA ATHELETIC POLO SHIRT - GREY - L
280189390017,KJ3PM617GM,KAPPA ATHELETIC POLO SHIRT - GREY - M
280189390018,KJ3PM617GS,KAPPA ATHELETIC POLO SHIRT - GREY - S
280189390019,KJ3PM617RXXXL,KAPPA ATHELETIC POLO SHIRT - RED - 3XL
280189390020,KJ3PM617RXXL,KAPPA ATHELETIC POLO SHIRT - RED - 2XL
280189390021,KJ3PM617RXL,KAPPA ATHELETIC POLO SHIRT - RED - XL
280189390022,KJ3PM617RL,KAPPA ATHELETIC POLO SHIRT - RED - L
280189390023,KJ3PM617RM,KAPPA ATHELETIC POLO SHIRT - RED - M
280189390024,KJ3PM617RS,KAPPA ATHELETIC POLO SHIRT - RED - S
280189400000,9019821,KAPPA ATHELETIC V-NECK TEE
280189400001,C1KJ3PM619OXL,KAPPA ATHELETIC V-NECK TEE - ORNG - XL
280189400002,KJ3PM619OXXXL,KAPPA ATHELETIC V-NECK TEE - ORNG - 3XL
280189400003,KJ3PM619OXXL,KAPPA ATHELETIC V-NECK TEE - ORNG - 2XL
280189400004,KJ3PM619OXL,KAPPA ATHELETIC V-NECK TEE - ORNG - XL
280189400005,KJ3PM619OL,KAPPA ATHELETIC V-NECK TEE - ORNG - L
280189400006,KJ3PM619OM,KAPPA ATHELETIC V-NECK TEE - ORNG - M
280189400007,KJ3PM619OS,KAPPA ATHELETIC V-NECK TEE - ORNG - S
280189400008,KJ3PM619RYXXXL,KAPPA ATHELETIC V-NECK TEE - ROYAL - 3XL
280189400009,KJ3PM619RYXXL,KAPPA ATHELETIC V-NECK TEE - ROYAL - 2XL
280189400010,KJ3PM619RYXL,KAPPA ATHELETIC V-NECK TEE - ROYAL - XL
280189400011,KJ3PM619RYL,KAPPA ATHELETIC V-NECK TEE - ROYAL - L
280189400012,KJ3PM619RYM,KAPPA ATHELETIC V-NECK TEE - ROYAL - M
280189400013,KJ3PM619RYS,KAPPA ATHELETIC V-NECK TEE - ROYAL - S
280189400014,KJ3PM619TXXXL,KAPPA ATHELETIC V-NECK TEE - TURQU - 3XL
280189400015,KJ3PM619TXXL,KAPPA ATHELETIC V-NECK TEE - TURQU - 2XL
280189400016,KJ3PM619TXL,KAPPA ATHELETIC V-NECK TEE - TURQU - XL
280189400017,KJ3PM619TL,KAPPA ATHELETIC V-NECK TEE - TURQU - L
280189400018,KJ3PM619TM,KAPPA ATHELETIC V-NECK TEE - TURQU - M
280189400019,KJ3PM619TS,KAPPA ATHELETIC V-NECK TEE - TURQU - S
280189400020,KJ3PM619GXXXL,KAPPA ATHELETIC V-NECK TEE - GREY - 3XL
280189400021,KJ3PM619GXXL,KAPPA ATHELETIC V-NECK TEE - GREY - 2XL
280189400022,KJ3PM619GXL,KAPPA ATHELETIC V-NECK TEE - GREY - XL
280189400023,KJ3PM619GL,KAPPA ATHELETIC V-NECK TEE - GREY - L
280189400024,KJ3PM619GM,KAPPA ATHELETIC V-NECK TEE - GREY - M
280189400025,KJ3PM619GS,KAPPA ATHELETIC V-NECK TEE - GREY - S
280189400026,KJ3PM619RXXXL,KAPPA ATHELETIC V-NECK TEE - RED - 3XL
280189400027,KJ3PM619RXXL,KAPPA ATHELETIC V-NECK TEE - RED - 2XL
280189400028,KJ3PM619RXL,KAPPA ATHELETIC V-NECK TEE - RED - XL
280189400029,KJ3PM619RL,KAPPA ATHELETIC V-NECK TEE - RED - L
280189400030,KJ3PM619RM,KAPPA ATHELETIC V-NECK TEE - RED - M
280189400031,KJ3PM619RS,KAPPA ATHELETIC V-NECK TEE - RED - S
280339080000,,RESPONSE 2 W
280339080001,4068816788181,RESPONSE 2 W - BLKSV - 4
280189950000,9018893,KAPPA JC TEE-ALL COLOR
280189950001,026590000600,KAPPA JC TEE-ALL COLOR - ALLCL - ALLSZ
280189950002,026570000600,KAPPA JC TEE-ALL COLOR - WHTBK - ALLSZ
280189950003,026570000200,KAPPA JC TEE-ALL COLOR - REDWH - ALLSZ
280189950004,901889301101,KAPPA JC TEE-ALL COLOR - DGYBL - ALLSZ
280189950005,026570000300,KAPPA JC TEE-ALL COLOR - BLKGR - ALLSZ
280189950006,901889300901,KAPPA JC TEE-ALL COLOR - N/A - ALLSZ
280189950007,901889300801,KAPPA JC TEE-ALL COLOR - NVYRD - ALLSZ
280189950008,901889300701,KAPPA JC TEE-ALL COLOR - WHTRD - ALLSZ
